occurrenceID,institutionCode,basisOfRecord,catalogNumber,recordedBy,recordNumber,year,month,day,continent,country,stateProvince,county,locality,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,identifiedBy,yearIdentified,dcterms:references,associatedMedia,Origin,Gall Presence (Y/N),Checked By,Notes,Total Galls,Gall Species 1,Number 1,Gall Species 2,Number 2,Gall Species 3,Number 3
cf5ef602-1c2d-4702-8562-36323d5d7945,NY,PreservedSpecimen,2487631,T. J. Delendick,"761,517",1976,10,16,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704936,http://sweetgum.nybg.org/images3/1743/434/02487631.jpg,Non-native,N,LE,,0,,,,,,
868beb3a-f6b0-4953-8e3b-bedbca632f7a,NY,PreservedSpecimen,2487632,T. J. Delendick,"76,354",1976,4,28,North America,United States of America,New York,Bronx Co.,Mosholu Pkwy,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704937,http://sweetgum.nybg.org/images3/1743/435/02487632.jpg,Non-native,N,LE,,0,,,,,,
a8fb983f-6ff4-4105-92e0-c9fc0571f25c,NY,PreservedSpecimen,2487633,T. J. Delendick,76.854,1976,6,2,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704938,http://sweetgum.nybg.org/images3/1743/436/02487633.jpg,Non-native,N,LE,,0,,,,,,
07195f46-9575-4be1-947e-83892ca606be,NY,PreservedSpecimen,2487642,T. J. Delendick,76.995,1976,6,19,North America,United States of America,New York,Bronx Co.,Parkside Place,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704947,http://sweetgum.nybg.org/images3/1743/445/02487642.jpg,Non-native,N,LE,,0,,,,,,
832d7526-d171-4fec-8c53-2a87f61af37e,NY,PreservedSpecimen,2487644,T. J. Delendick,1312,1976,4,8,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704949,http://sweetgum.nybg.org/images3/1743/447/02487644.jpg,Non-native,N,LE,,0,,,,,,
cc775a6a-32c1-475f-9b83-30d45130a5ab,NY,PreservedSpecimen,2487645,T. J. Delendick,1309,1976,2,27,North America,United States of America,New York,Bronx Co.,raised at N.Y.B.G. Research Greenhouse,,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704950,http://sweetgum.nybg.org/images3/1743/448/02487645.jpg,Non-native,N,LE,,0,,,,,,
ab6b0050-d650-4429-9030-026a0931f485,NY,PreservedSpecimen,2487646,T. J. Delendick,1310 & 1311,1976,3,17,North America,United States of America,New York,Bronx Co.,raised in the N.Y.B.G. Research Greenhouse,,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704951,http://sweetgum.nybg.org/images3/1743/449/02487646.jpg,Non-native,N,LE,,0,,,,,,
d77ca17e-7ffa-4fe7-a2cd-2176df976bf5,NY,PreservedSpecimen,2487647,T. J. Delendick,"76,269",1976,4,18,North America,United States of America,New York,Queens Co.,,40.6161,-73.8237,GEOLocate Web Application,22050,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704952,http://sweetgum.nybg.org/images3/1743/450/02487647.jpg,Non-native,N,LE,,0,,,,,,
7dd8e341-b962-406c-9558-ce0cadca6c1a,NY,PreservedSpecimen,2487648,T. J. Delendick,76.854,1976,6,1,North America,United States of America,New York,Bronx Co.,near Botanical Garden Station of Conrail,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704953,http://sweetgum.nybg.org/images3/1743/451/02487648.jpg,Non-native,N,LE,,0,,,,,,
41249b0b-0380-400f-8543-5125fb3e316f,NY,PreservedSpecimen,2487649,T. J. Delendick,76.835,1976,5,31,North America,United States of America,New York,Bronx Co.,Corner of Mosholu Pkway. and Southern Blvd.,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704954,http://sweetgum.nybg.org/images3/1743/452/02487649.jpg,Non-native,N,LE,,0,,,,,,
6294f6f5-d6a1-434c-b3b1-627e55c5fa35,NY,PreservedSpecimen,2487651,T. J. Delendick,76.835,1976,5,31,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704956,http://sweetgum.nybg.org/images3/1743/454/02487651.jpg,Non-native,N,LE,,0,,,,,,
1cd429b9-2c8d-4b6a-95ea-055797dfd1b7,NY,PreservedSpecimen,2487592,J. Hartling,46135,,,,North America,United States of America,New York,Bronx Co.,New York Botanical Garden Arboretum,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704897,http://sweetgum.nybg.org/images3/1813/682/02487592.jpg,Non-native,N,LE,,0,,,,,,
aa776123-cfb7-4b3f-bee1-359ac7e55ef8,NY,PreservedSpecimen,2487593,J. Hartling,33074,,,,North America,United States of America,New York,Bronx Co.,The New York Botanical Garden Arboretum,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704898,http://sweetgum.nybg.org/images3/1813/683/02487593.jpg,Non-native,N,LE,,0,,,,,,
745686c6-1441-4162-b5a7-15b9222d5508,NY,PreservedSpecimen,2487596,T. J. Delendick,181 & 223,1975,6,16,North America,United States of America,New York,Bronx Co.,Near Botanical Garden Station of Penn Central Railroad,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704901,http://sweetgum.nybg.org/images3/1813/686/02487596.jpg,Non-native,N,LE,,0,,,,,,
5e76b161-bf36-47b7-8ebb-0ef60aaa705a,NY,PreservedSpecimen,2487600,J. Hartling,46135,,,,North America,United States of America,New York,Bronx Co.,The New York Botanical Garden Arboretum,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704905,http://sweetgum.nybg.org/images3/1813/690/02487600.jpg,Non-native,N,LE,,0,,,,,,
16a9a131-69bd-4ed8-94a3-8174640abf68,NY,PreservedSpecimen,2487605,T. J. Delendick,"761,515",1976,10,16,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704910,http://sweetgum.nybg.org/images3/1813/695/02487605.jpg,Non-native,N,LE,,0,,,,,,
11a39691-016f-48ec-badc-a0ef44488395,NY,PreservedSpecimen,1088485,D. E. Atha,7385,2009,5,29,North America,United States of America,New York,Bronx Co.,"City of New York. The New York Botanical Garden, W of the Bronx River and N of Waring Ave",40.866,-73.8754,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,D. E. Atha,2009,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1246602,http://sweetgum.nybg.org/images3/4255/776/01088485.jpg,Non-native,N,LE,,0,,,,,,
07870d86-5688-40de-8cbb-400ed7d0bb5e,NY,PreservedSpecimen,2377711,M. H. Nee,43606,1993,7,12,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, near Rose Garden",40.85,-73.88,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,M. H. Nee,1993,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=96524,http://sweetgum.nybg.org/images3/4255/901/02377711.jpg,Non-native,N,LE,,0,,,,,,
c78ff1f4-d9b6-4f46-b4ee-863d708f7834,NY,PreservedSpecimen,1137213,M. H. Nee,54272,2006,4,20,North America,United States of America,New York,Bronx Co.,The New York Botanical Garden,40.8661,-73.8753,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,D. E. Atha,2015,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615759,http://sweetgum.nybg.org/images3/4257/305/01137213.jpg,Non-native,N,LE,,0,,,,,,
20e7ae40-1415-4f5f-b123-9e04b4c3537d,NY,PreservedSpecimen,2487599,G. V. Nash,1944,,,,North America,United States of America,New York,Bronx Co.,The New York Botanical Garden Nursery,,,,,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,,Acer platanoides L.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704904,,Non-native,N,LE,,0,,,,,,
6955675d-f984-437f-814e-45f02ffadde7,NY,PreservedSpecimen,2487656,T. J. Delendick,138,,,,North America,United States of America,New York,Queens Co.,Kissena Park,40.7654,-73.8174,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,cucullatum,Acer platanoides var. cucullatum G.Nicholson,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704992,http://sweetgum.nybg.org/images3/1813/701/02487656.jpg,Non-native,N,LE,,0,,,,,,
34b9ec4b-1803-4f4e-a6ed-62aea7303366,NY,PreservedSpecimen,2487657,H. N. Moldenke,4589,1929,6,14,North America,United States of America,New York,Bronx Co.,"The New York Botanical Garden, Bronx Park",40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,cucullatum,Acer platanoides var. cucullatum G.Nicholson,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704993,http://sweetgum.nybg.org/images3/1813/702/02487657.jpg,Non-native,N,LE,,0,,,,,,
6e0907da-738c-4bd1-8859-a24f3280a90b,NY,PreservedSpecimen,2487670,T. J. Delendick,76.839,1976,5,31,North America,United States of America,New York,Bronx Co.,,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,schwedleri,Acer platanoides var. schwedleri Nichols,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705032,http://sweetgum.nybg.org/images3/1813/715/02487670.jpg,Non-native,N,LE,,0,,,,,,
5dc55e90-f60a-4458-acf0-384cc721355c,NY,PreservedSpecimen,2487671,T. J. Delendick,76.84,1976,5,31,North America,United States of America,New York,Bronx Co.,Mosholu Pkwy,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,schwedleri,Acer platanoides var. schwedleri Nichols,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705033,http://sweetgum.nybg.org/images3/1813/716/02487671.jpg,Non-native,N,LE,,0,,,,,,
2d9bf18a-b697-46f8-9954-a3d4406302a1,NY,PreservedSpecimen,2487672,T. J. Delendick,1104,1975,11,10,North America,United States of America,New York,Bronx Co.,Along Mosholu Pkwy.,40.85,-73.8662,GEOLocate Web Application,3036,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,schwedleri,Acer platanoides var. schwedleri Nichols,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705034,http://sweetgum.nybg.org/images3/1813/717/02487672.jpg,Non-native,N,LE,,0,,,,,,
272448e6-a3fd-4e95-9747-5736d1ff4ed8,NY,PreservedSpecimen,2487676,T. J. Delendick,76.848,1976,5,31,North America,United States of America,New York,Bronx Co.,The New York Botanical Garden,40.8623,-73.877,"Georeferencing Quick Reference Guide, Version 2012",751,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,schwedleri,Acer platanoides var. schwedleri Nichols,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705038,http://sweetgum.nybg.org/images3/1813/721/02487676.jpg,Non-native,N,LE,,0,,,,,,
678f6d9a-b677-4ec8-b121-5dd9b74c8db4,NY,PreservedSpecimen,2487678,T. J. Delendick,137,1969,8,8,North America,United States of America,New York,Kings Co.,Brooklyn Botanic Garden,40.6687,-73.9639,GEOLocate Web Application,641,Plantae,Magnoliophyta,,Sapindales,Sapindaceae,Acer,platanoides,schwedleri,Acer platanoides var. schwedleri Nichols,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705040,http://sweetgum.nybg.org/images3/1813/723/02487678.jpg,Non-native,N,LE,,0,,,,,,
811a5699-e642-4d9d-83c0-1f487c7fa637,NY,PreservedSpecimen,2851448,J. Hartling,37447b,1916,8,24,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158970,http://sweetgum.nybg.org/images3/2388/294/02851448.jpg,Non-native,N,LE,,0,,,,,,
18887e86-c3ae-449c-b2a4-96916438cd81,NY,PreservedSpecimen,2851449,J. Hartling,37447,1916,8,24,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158972,http://sweetgum.nybg.org/images3/2388/295/02851449.jpg,Non-native,N,LE,,0,,,,,,
d81619b3-5401-45dd-a18b-d4889b6ec2c3,NY,PreservedSpecimen,2851451,J. Hartling,37448,1916,8,24,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158976,http://sweetgum.nybg.org/images3/2388/297/02851451.jpg,Non-native,N,LE,,0,,,,,,
68d96678-2abe-482d-98ad-9f0e7cf910f2,NY,PreservedSpecimen,2851452,J. Hartling,37452,1916,8,24,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158978,http://sweetgum.nybg.org/images3/2388/298/02851452.jpg,Non-native,N,LE,,0,,,,,,
0e94d7e1-248c-4330-b434-66dc6789b6fa,NY,PreservedSpecimen,2851453,H. E. Ahles,767/41,1944,5,11,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158980,http://sweetgum.nybg.org/images3/2388/299/02851453.jpg,Non-native,N,LE,,0,,,,,,
e507c7fa-8cb8-4858-899e-a370f68e3d80,NY,PreservedSpecimen,2851454,J. Hartling,33714,1916,8,23,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158982,http://sweetgum.nybg.org/images3/2388/300/02851454.jpg,Non-native,N,LE,,0,,,,,,
02395320-257b-4a9f-a907-48a21ce0c673,NY,PreservedSpecimen,2851455,J. Hartling,33709,1916,8,23,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158984,http://sweetgum.nybg.org/images3/2388/301/02851455.jpg,Non-native,N,LE,,0,,,,,,
51d0f604-f142-424d-bf2d-9fe66aff161f,NY,PreservedSpecimen,2851456,J. W. Tansey,71891,1937,5,7,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Fruticetum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158986,http://sweetgum.nybg.org/images3/2388/302/02851456.jpg,Non-native,N,LE,,0,,,,,,
2a4d9217-03bf-4f6b-8789-35be10dc82c5,NY,PreservedSpecimen,2851458,J. Hartling,33707,1920,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158991,http://sweetgum.nybg.org/images3/2388/304/02851458.jpg,Non-native,N,LE,,0,,,,,,
7f8d8f33-6759-4c80-b1e9-58c33af91aff,NY,PreservedSpecimen,2851459,K. R. Boynton,33707,1917,5,24,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158993,http://sweetgum.nybg.org/images3/2388/305/02851459.jpg,Non-native,N,LE,,0,,,,,,
a265aaaa-cae6-44d4-b879-7210caed9d1e,NY,PreservedSpecimen,2851462,R. C. Schneider,2598,1906,4,25,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158999,http://sweetgum.nybg.org/images3/2388/308/02851462.jpg,Non-native,N,LE,,0,,,,,,
c7208428-9b64-4c10-bf00-0c13738f0329,NY,PreservedSpecimen,2851464,J. Hartling,37446,1917,5,19,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3159003,http://sweetgum.nybg.org/images3/2388/310/02851464.jpg,Non-native,N,LE,,0,,,,,,
8613d1a3-0fe4-45bd-a097-a76c2319228c,NY,PreservedSpecimen,2851465,J. Hartling,33708,1915,4,28,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3159004,http://sweetgum.nybg.org/images3/2388/311/02851465.jpg,Non-native,N,LE,,0,,,,,,
3459d0b1-b6dd-412a-9707-33b60edcc905,NY,PreservedSpecimen,2851466,J. Hartling,45846,1920,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3159005,http://sweetgum.nybg.org/images3/2388/312/02851466.jpg,Non-native,N,LE,,0,,,,,,
0b18f900-2622-4ea3-bfce-a9c693132e47,NY,PreservedSpecimen,2851467,H. E. Ahles,47/40,1944,5,11,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3159006,http://sweetgum.nybg.org/images3/2388/313/02851467.jpg,Non-native,N,LE,,0,,,,,,
fdc84343-e7d0-4c20-aa7b-6f3f4e517eba,NY,PreservedSpecimen,2851468,J. Hartling,37451,1916,8,21,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3159007,http://sweetgum.nybg.org/images3/2388/314/02851468.jpg,Non-native,N,LE,,0,,,,,,
35e2dc21-d1b3-4547-ac21-b9b708ad479c,NY,PreservedSpecimen,2851427,J. Hartling,45841,1920,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158934,http://sweetgum.nybg.org/images3/2394/054/02851427.jpg,Non-native,N,LE,,0,,,,,,
c254f891-740e-405b-81a9-e0a1bf6f92eb,NY,PreservedSpecimen,2851428,J. Hartling,37446,,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158944,http://sweetgum.nybg.org/images3/2394/055/02851428.jpg,Non-native,N,LE,,0,,,,,,
dafa7669-f164-4b52-a2fa-9ebf0da89eb1,NY,PreservedSpecimen,2851429,H. E. Ahles,47/40,1944,5,11,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158945,http://sweetgum.nybg.org/images3/2394/056/02851429.jpg,Non-native,N,LE,,0,,,,,,
ddb2bf01-4e83-4915-9ae8-db0dcb049ec7,NY,PreservedSpecimen,2851430,J. Hartling,37451,1919,10,10,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158946,http://sweetgum.nybg.org/images3/2394/057/02851430.jpg,Non-native,N,LE,,0,,,,,,
ff373e68-9b55-4604-9c24-496912a406cd,NY,PreservedSpecimen,2851435,J. Hartling,45839,1922,,,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158951,http://sweetgum.nybg.org/images3/2394/062/02851435.jpg,Non-native,N,LE,,0,,,,,,
c97a87a9-7ea1-4b2d-8428-e4881aa3147e,NY,PreservedSpecimen,2851436,J. Hartling,45844,1917,11,5,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158952,http://sweetgum.nybg.org/images3/2394/063/02851436.jpg,Non-native,N,LE,,0,,,,,,
6b6f1a63-5c6e-4b8a-920c-5e19d23bf1b6,NY,PreservedSpecimen,2851437,R. Pinkus,57939,1938,4,23,North America,United States of America,New York,Bronx Co.,New York Botanical Garden,40.8623,-73.877,GEOLocate Web Application,751,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158953,http://sweetgum.nybg.org/images3/2394/064/02851437.jpg,Non-native,N,LE,,0,,,,,,
76c43965-0fe6-4b3d-83be-bbd9b440a20b,NY,PreservedSpecimen,2851438,J. Hartling,37447a,1916,8,24,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158954,http://sweetgum.nybg.org/images3/2394/065/02851438.jpg,Non-native,N,LE,,0,,,,,,
62d0d79f-9a5a-4957-b8be-e5384c827281,NY,PreservedSpecimen,2851439,H. E. Ahles,67848,1945,4,10,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Collection",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158955,http://sweetgum.nybg.org/images3/2394/066/02851439.jpg,Non-native,N,LE,,0,,,,,,
680c6cc5-036b-4c80-b3f9-6d813dc4e412,NY,PreservedSpecimen,2851440,J. Hartling,33709,1915,4,24,North America,United States of America,New York,Bronx Co.,"New York Botanical Garden, Arboretum",,,"Georeferencing Quick Reference Guide, Version 2012",,Plantae,Magnoliophyta,,Rosales,Rosaceae,Prunus,serrulata,,Prunus serrulata Lindl.,,,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3158956,http://sweetgum.nybg.org/images3/2394/067/02851440.jpg,Non-native,N,LE,,0,,,,,,
