Accession_No,Mapping_Order,Full_name,Genus,Species,Origin,Leaf_no,Latitude,Longitude,Height_ft,Sun_Exposure_percent,Distance_from_Road_ft,Leaf_Accessibility,Gall_Presence,Leaf_Herbivory
S15-1,10,Acer rubrum,Acer,rubrum,Native,8,40.648522,-73.983548,45,100,0,low,N,2
S15-1,10,Acer rubrum,Acer,rubrum,Native,9,40.648522,-73.983548,45,100,0,low,N,1
S15-1,10,Acer rubrum,Acer,rubrum,Native,10,40.648522,-73.983548,45,100,0,low,N,1
S12-43,11,Acer rubrum,Acer,rubrum,Native,1,40.648423,-73.983317,39,75,0,medium,N,1
S12-43,11,Acer rubrum,Acer,rubrum,Native,2,40.648423,-73.983317,39,75,0,medium,N,0
S12-43,11,Acer rubrum,Acer,rubrum,Native,3,40.648423,-73.983317,39,75,0,medium,N,2
S12-43,11,Acer rubrum,Acer,rubrum,Native,4,40.648423,-73.983317,39,75,0,medium,N,0
S12-43,11,Acer rubrum,Acer,rubrum,Native,5,40.648423,-73.983317,39,75,0,medium,N,4
S12-43,11,Acer rubrum,Acer,rubrum,Native,6,40.648423,-73.983317,39,75,0,medium,N,1
S12-43,11,Acer rubrum,Acer,rubrum,Native,7,40.648423,-73.983317,39,75,0,medium,N,0
S12-43,11,Acer rubrum,Acer,rubrum,Native,8,40.648423,-73.983317,39,75,0,medium,N,0
S12-43,11,Acer rubrum,Acer,rubrum,Native,9,40.648423,-73.983317,39,75,0,medium,N,0
S12-43,11,Acer rubrum,Acer,rubrum,Native,10,40.648423,-73.983317,39,75,0,medium,N,0
S12-42,12,Acer rubrum,Acer,rubrum,Native,1,40.648349,-73.983256,32,75,0,medium,N,11
S12-42,12,Acer rubrum,Acer,rubrum,Native,2,40.648349,-73.983256,32,75,0,medium,N,2
S12-42,12,Acer rubrum,Acer,rubrum,Native,3,40.648349,-73.983256,32,75,0,medium,N,1
S12-42,12,Acer rubrum,Acer,rubrum,Native,4,40.648349,-73.983256,32,75,0,medium,N,3
S12-42,12,Acer rubrum,Acer,rubrum,Native,5,40.648349,-73.983256,32,75,0,medium,N,0
S12-42,12,Acer rubrum,Acer,rubrum,Native,6,40.648349,-73.983256,32,75,0,medium,N,6
S12-42,12,Acer rubrum,Acer,rubrum,Native,7,40.648349,-73.983256,32,75,0,medium,N,1
S12-42,12,Acer rubrum,Acer,rubrum,Native,8,40.648349,-73.983256,32,75,0,medium,N,1
S12-42,12,Acer rubrum,Acer,rubrum,Native,9,40.648349,-73.983256,32,75,0,medium,N,3
S12-42,12,Acer rubrum,Acer,rubrum,Native,10,40.648349,-73.983256,32,75,0,medium,N,2
S15-12,13,Acer rubrum,Acer,rubrum,Native,1,40.64825,-73.983308,37,75,0,high,N,1
S15-12,13,Acer rubrum,Acer,rubrum,Native,2,40.64825,-73.983308,37,75,0,high,N,2
S15-12,13,Acer rubrum,Acer,rubrum,Native,3,40.64825,-73.983308,37,75,0,high,N,0
S15-12,13,Acer rubrum,Acer,rubrum,Native,4,40.64825,-73.983308,37,75,0,high,N,0
S15-12,13,Acer rubrum,Acer,rubrum,Native,5,40.64825,-73.983308,37,75,0,high,N,0
S15-12,13,Acer rubrum,Acer,rubrum,Native,6,40.64825,-73.983308,37,75,0,high,N,6
S15-12,13,Acer rubrum,Acer,rubrum,Native,7,40.64825,-73.983308,37,75,0,high,N,26
S15-12,13,Acer rubrum,Acer,rubrum,Native,8,40.64825,-73.983308,37,75,0,high,N,7
S15-12,13,Acer rubrum,Acer,rubrum,Native,9,40.64825,-73.983308,37,75,0,high,N,5
S15-12,13,Acer rubrum,Acer,rubrum,Native,10,40.64825,-73.983308,37,75,0,high,N,1
S12-24,14,Acer rubrum,Acer,rubrum,Native,1,40.648012,-73.98297,37,75,0,low,N,1
S12-24,14,Acer rubrum,Acer,rubrum,Native,2,40.648012,-73.98297,37,75,0,low,N,2
S12-24,14,Acer rubrum,Acer,rubrum,Native,3,40.648012,-73.98297,37,75,0,low,N,5
S12-24,14,Acer rubrum,Acer,rubrum,Native,4,40.648012,-73.98297,37,75,0,low,N,4
S12-24,14,Acer rubrum,Acer,rubrum,Native,5,40.648012,-73.98297,37,75,0,low,N,1
S12-24,14,Acer rubrum,Acer,rubrum,Native,6,40.648012,-73.98297,37,75,0,low,N,1
S12-24,14,Acer rubrum,Acer,rubrum,Native,7,40.648012,-73.98297,37,75,0,low,N,1
S12-24,14,Acer rubrum,Acer,rubrum,Native,8,40.648012,-73.98297,37,75,0,low,N,1
S12-24,14,Acer rubrum,Acer,rubrum,Native,9,40.648012,-73.98297,37,75,0,low,N,0
S12-24,14,Acer rubrum,Acer,rubrum,Native,10,40.648012,-73.98297,37,75,0,low,N,0
S15-21,15,Acer rubrum,Acer,rubrum,Native,1,40.647713,-73.982846,35,75,0,medium,N,0
S15-21,15,Acer rubrum,Acer,rubrum,Native,2,40.647713,-73.982846,35,75,0,medium,N,0
S15-21,15,Acer rubrum,Acer,rubrum,Native,3,40.647713,-73.982846,35,75,0,medium,N,0
S15-21,15,Acer rubrum,Acer,rubrum,Native,4,40.647713,-73.982846,35,75,0,medium,N,0
S15-21,15,Acer rubrum,Acer,rubrum,Native,5,40.647713,-73.982846,35,75,0,medium,N,1
S15-21,15,Acer rubrum,Acer,rubrum,Native,6,40.647713,-73.982846,35,75,0,medium,N,4
S15-21,15,Acer rubrum,Acer,rubrum,Native,7,40.647713,-73.982846,35,75,0,medium,N,2
S15-21,15,Acer rubrum,Acer,rubrum,Native,8,40.647713,-73.982846,35,75,0,medium,N,1
S15-21,15,Acer rubrum,Acer,rubrum,Native,9,40.647713,-73.982846,35,75,0,medium,N,0
S15-21,15,Acer rubrum,Acer,rubrum,Native,10,40.647713,-73.982846,35,75,0,medium,N,3
S15-22,16,Acer rubrum,Acer,rubrum,Native,1,40.647638,-73.982798,47,75,0,high,N,0
S15-22,16,Acer rubrum,Acer,rubrum,Native,2,40.647638,-73.982798,47,75,0,high,N,1
S15-22,16,Acer rubrum,Acer,rubrum,Native,3,40.647638,-73.982798,47,75,0,high,N,0
S15-22,16,Acer rubrum,Acer,rubrum,Native,4,40.647638,-73.982798,47,75,0,high,N,1
S15-22,16,Acer rubrum,Acer,rubrum,Native,5,40.647638,-73.982798,47,75,0,high,N,1
S15-22,16,Acer rubrum,Acer,rubrum,Native,6,40.647638,-73.982798,47,75,0,high,N,14
S15-22,16,Acer rubrum,Acer,rubrum,Native,7,40.647638,-73.982798,47,75,0,high,N,2
S15-22,16,Acer rubrum,Acer,rubrum,Native,8,40.647638,-73.982798,47,75,0,high,N,1
S15-22,16,Acer rubrum,Acer,rubrum,Native,9,40.647638,-73.982798,47,75,0,high,N,1
S15-22,16,Acer rubrum,Acer,rubrum,Native,10,40.647638,-73.982798,47,75,0,high,N,1
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,1,40.644755,-73.989915,43,100,50,medium,N,0
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,2,40.644755,-73.989915,43,100,50,medium,N,0
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,3,40.644755,-73.989915,43,100,50,medium,N,0
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,4,40.644755,-73.989915,43,100,50,medium,N,0
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,5,40.644755,-73.989915,43,100,50,medium,N,0
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,6,40.644755,-73.989915,43,100,50,medium,N,0
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,7,40.644755,-73.989915,43,100,50,medium,N,0
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,8,40.644755,-73.989915,43,100,50,medium,N,0
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,9,40.644755,-73.989915,43,100,50,medium,N,2
S16-96,17,Acer platanoides,Acer,platanoides,Non-native,10,40.644755,-73.989915,43,100,50,medium,N,0
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,1,40.648676,-73.995802,67,50,0,medium,N,0
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,2,40.648676,-73.995802,67,50,0,medium,N,1
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,3,40.648676,-73.995802,67,50,0,medium,N,1
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,4,40.648676,-73.995802,67,50,0,medium,N,1
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,5,40.648676,-73.995802,67,50,0,medium,N,0
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,6,40.648676,-73.995802,67,50,0,medium,N,0
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,7,40.648676,-73.995802,67,50,0,medium,N,0
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,8,40.648676,-73.995802,67,50,0,medium,N,0
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,9,40.648676,-73.995802,67,50,0,medium,N,0
W35-320,18,Acer platanoides,Acer,platanoides,Non-native,10,40.648676,-73.995802,67,50,0,medium,N,1
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,1,40.652073,-73.995881,61,25,50,low,N,0
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,2,40.652073,-73.995881,61,25,50,low,N,0
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,3,40.652073,-73.995881,61,25,50,low,N,0
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,4,40.652073,-73.995881,61,25,50,low,N,5
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,5,40.652073,-73.995881,61,25,50,low,N,0
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,6,40.652073,-73.995881,61,25,50,low,N,2
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,7,40.652073,-73.995881,61,25,50,low,N,0
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,8,40.652073,-73.995881,61,25,50,low,N,0
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,9,40.652073,-73.995881,61,25,50,low,N,0
W40-116,19,Acer platanoides,Acer,platanoides,Non-native,10,40.652073,-73.995881,61,25,50,low,N,1
E03-39,20,Acer rubrum,Acer,rubrum,Native,1,40.657184,-73.996288,39,75,50,low,N,1
E03-39,20,Acer rubrum,Acer,rubrum,Native,2,40.657184,-73.996288,39,75,50,low,N,2
E03-39,20,Acer rubrum,Acer,rubrum,Native,3,40.657184,-73.996288,39,75,50,low,N,2
E03-39,20,Acer rubrum,Acer,rubrum,Native,4,40.657184,-73.996288,39,75,50,low,N,1
E03-39,20,Acer rubrum,Acer,rubrum,Native,5,40.657184,-73.996288,39,75,50,low,N,5
E03-39,20,Acer rubrum,Acer,rubrum,Native,6,40.657184,-73.996288,39,75,50,low,N,0
E03-39,20,Acer rubrum,Acer,rubrum,Native,7,40.657184,-73.996288,39,75,50,low,N,1
E03-39,20,Acer rubrum,Acer,rubrum,Native,8,40.657184,-73.996288,39,75,50,low,N,0
E03-39,20,Acer rubrum,Acer,rubrum,Native,9,40.657184,-73.996288,39,75,50,low,N,2
E03-39,20,Acer rubrum,Acer,rubrum,Native,10,40.657184,-73.996288,39,75,50,low,N,2
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.657379,-73.991772,18,100,0,high,N,2
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.657379,-73.991772,18,100,0,high,N,0
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.657379,-73.991772,18,100,0,high,N,1
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.657379,-73.991772,18,100,0,high,N,5
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.657379,-73.991772,18,100,0,high,N,1
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.657379,-73.991772,18,100,0,high,N,1
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.657379,-73.991772,18,100,0,high,N,4
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.657379,-73.991772,18,100,0,high,N,0
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.657379,-73.991772,18,100,0,high,N,2
E12-43,8,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.657379,-73.991772,18,100,0,high,N,1
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.655307,-73.996142,22,50,0,high,N,8
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.655307,-73.996142,22,50,0,high,N,4
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.655307,-73.996142,22,50,0,high,N,4
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.655307,-73.996142,22,50,0,high,N,4
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.655307,-73.996142,22,50,0,high,N,7
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.655307,-73.996142,22,50,0,high,N,5
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.655307,-73.996142,22,50,0,high,N,3
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.655307,-73.996142,22,50,0,high,N,3
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.655307,-73.996142,22,50,0,high,N,10
W08-23,10,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.655307,-73.996142,22,50,0,high,N,16
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.652406,-73.988703,36,50,50,high,N,9
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.652406,-73.988703,36,50,50,high,N,4
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.652406,-73.988703,36,50,50,high,N,3
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.652406,-73.988703,36,50,50,high,N,4
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.652406,-73.988703,36,50,50,high,N,4
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.652406,-73.988703,36,50,50,high,N,2
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.652406,-73.988703,36,50,50,high,N,1
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.652406,-73.988703,36,50,50,high,N,1
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.652406,-73.988703,36,50,50,high,N,5
W22-11,4,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.652406,-73.988703,36,50,50,high,N,8
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.652766,-73.991095,21,50,50,high,N,68
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.652766,-73.991095,21,50,50,high,N,21
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.652766,-73.991095,21,50,50,high,N,7
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.652766,-73.991095,21,50,50,high,N,13
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.652766,-73.991095,21,50,50,high,N,8
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.652766,-73.991095,21,50,50,high,N,4
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.652766,-73.991095,21,50,50,high,N,6
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.652766,-73.991095,21,50,50,high,N,3
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.652766,-73.991095,21,50,50,high,N,2
W16-77,5,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.652766,-73.991095,21,50,50,high,N,16
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.656539,-73.991764,26,50,0,high,N,3
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.656539,-73.991764,26,50,0,high,N,2
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.656539,-73.991764,26,50,0,high,N,7
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.656539,-73.991764,26,50,0,high,N,8
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.656539,-73.991764,26,50,0,high,N,4
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.656539,-73.991764,26,50,0,high,N,2
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.656539,-73.991764,26,50,0,high,N,2
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.656539,-73.991764,26,50,0,high,N,1
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.656539,-73.991764,26,50,0,high,N,0
E13-24,6,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.656539,-73.991764,26,50,0,high,N,3
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.649421,-73.982656,34,100,50,high,N,3
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.649421,-73.982656,34,100,50,high,N,1
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.649421,-73.982656,34,100,50,high,N,1
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.649421,-73.982656,34,100,50,high,N,1
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.649421,-73.982656,34,100,50,high,N,9
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.649421,-73.982656,34,100,50,high,N,3
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.649421,-73.982656,34,100,50,high,N,4
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.649421,-73.982656,34,100,50,high,N,2
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.649421,-73.982656,34,100,50,high,N,13
S13-14,17,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.649421,-73.982656,34,100,50,high,N,3
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.649934,-73.984662,27,50,25,high,N,7
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.649934,-73.984662,27,50,25,high,N,6
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.649934,-73.984662,27,50,25,high,N,9
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.649934,-73.984662,27,50,25,high,N,5
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.649934,-73.984662,27,50,25,high,N,2
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.649934,-73.984662,27,50,25,high,N,4
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.649934,-73.984662,27,50,25,high,N,1
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.649934,-73.984662,27,50,25,high,N,1
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.649934,-73.984662,27,50,25,high,N,4
S08-119,16,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.649934,-73.984662,27,50,25,high,N,2
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.65748,-73.991733,22,75,0,high,N,0
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.65748,-73.991733,22,75,0,high,N,1
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.65748,-73.991733,22,75,0,high,N,9
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.65748,-73.991733,22,75,0,high,N,2
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.65748,-73.991733,22,75,0,high,N,6
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.65748,-73.991733,22,75,0,high,N,1
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.65748,-73.991733,22,75,0,high,N,0
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.65748,-73.991733,22,75,0,high,N,0
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.65748,-73.991733,22,75,0,high,N,0
E10-20,9,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.65748,-73.991733,22,75,0,high,N,1
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.646601,-73.991903,18,100,50,high,N,2
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.646601,-73.991903,18,100,50,high,N,3
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.646601,-73.991903,18,100,50,high,N,8
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.646601,-73.991903,18,100,50,high,N,1
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.646601,-73.991903,18,100,50,high,N,3
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.646601,-73.991903,18,100,50,high,N,2
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.646601,-73.991903,18,100,50,high,N,1
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.646601,-73.991903,18,100,50,high,N,3
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.646601,-73.991903,18,100,50,high,N,3
S01-9,15,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.646601,-73.991903,18,100,50,high,N,2
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,1,40.657522,-73.990582,26,75,0,high,N,5
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,2,40.657522,-73.990582,26,75,0,high,N,3
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,3,40.657522,-73.990582,26,75,0,high,N,5
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,4,40.657522,-73.990582,26,75,0,high,N,2
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,5,40.657522,-73.990582,26,75,0,high,N,6
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,6,40.657522,-73.990582,26,75,0,high,N,2
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,7,40.657522,-73.990582,26,75,0,high,N,4
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,8,40.657522,-73.990582,26,75,0,high,N,5
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,9,40.657522,-73.990582,26,75,0,high,N,3
E12-5,7,Prunus serrulata 'Kanzan',Prunus,serrulata,Non-native,10,40.657522,-73.990582,26,75,0,high,N,6
E28-50,1,Prunus serotina,Prunus,serotina,Native,1,40.653075,-73.986272,92,75,25,low,N,13
E28-50,1,Prunus serotina,Prunus,serotina,Native,2,40.653075,-73.986272,92,75,25,low,N,6
E28-50,1,Prunus serotina,Prunus,serotina,Native,3,40.653075,-73.986272,92,75,25,low,N,3
E28-50,1,Prunus serotina,Prunus,serotina,Native,4,40.653075,-73.986272,92,75,25,low,N,7
E28-50,1,Prunus serotina,Prunus,serotina,Native,5,40.653075,-73.986272,92,75,25,low,N,12
E28-50,1,Prunus serotina,Prunus,serotina,Native,6,40.653075,-73.986272,92,75,25,low,N,11
E28-50,1,Prunus serotina,Prunus,serotina,Native,7,40.653075,-73.986272,92,75,25,low,N,9
E28-50,1,Prunus serotina,Prunus,serotina,Native,8,40.653075,-73.986272,92,75,25,low,N,12
E28-50,1,Prunus serotina,Prunus,serotina,Native,9,40.653075,-73.986272,92,75,25,low,N,38
E28-50,1,Prunus serotina,Prunus,serotina,Native,10,40.653075,-73.986272,92,75,25,low,N,6
E27-25,3,Prunus serotina,Prunus,serotina,Native,1,40.651784,-73.987658,69,25,25,low,N,17
E27-25,3,Prunus serotina,Prunus,serotina,Native,2,40.651784,-73.987658,69,25,25,low,N,3
E27-25,3,Prunus serotina,Prunus,serotina,Native,3,40.651784,-73.987658,69,25,25,low,N,2
E27-25,3,Prunus serotina,Prunus,serotina,Native,4,40.651784,-73.987658,69,25,25,low,N,2
E27-25,3,Prunus serotina,Prunus,serotina,Native,5,40.651784,-73.987658,69,25,25,low,N,3
E27-25,3,Prunus serotina,Prunus,serotina,Native,6,40.651784,-73.987658,69,25,25,low,N,1
E27-25,3,Prunus serotina,Prunus,serotina,Native,7,40.651784,-73.987658,69,25,25,low,N,9
E27-25,3,Prunus serotina,Prunus,serotina,Native,8,40.651784,-73.987658,69,25,25,low,N,0
E27-25,3,Prunus serotina,Prunus,serotina,Native,9,40.651784,-73.987658,69,25,25,low,N,4
E27-25,3,Prunus serotina,Prunus,serotina,Native,10,40.651784,-73.987658,69,25,25,low,N,5
E26-152,19,Prunus serotina,Prunus,serotina,Native,1,40.652271,-73.985295,61,50,50,low,N,0
E26-152,19,Prunus serotina,Prunus,serotina,Native,2,40.652271,-73.985295,61,50,50,low,N,0
E26-152,19,Prunus serotina,Prunus,serotina,Native,3,40.652271,-73.985295,61,50,50,low,N,0
E26-152,19,Prunus serotina,Prunus,serotina,Native,4,40.652271,-73.985295,61,50,50,low,N,2
E26-152,19,Prunus serotina,Prunus,serotina,Native,5,40.652271,-73.985295,61,50,50,low,N,0
E26-152,19,Prunus serotina,Prunus,serotina,Native,6,40.652271,-73.985295,61,50,50,low,N,0
E26-152,19,Prunus serotina,Prunus,serotina,Native,7,40.652271,-73.985295,61,50,50,low,N,2
E26-152,19,Prunus serotina,Prunus,serotina,Native,8,40.652271,-73.985295,61,50,50,low,N,1
E26-152,19,Prunus serotina,Prunus,serotina,Native,9,40.652271,-73.985295,61,50,50,low,N,5
E26-152,19,Prunus serotina,Prunus,serotina,Native,10,40.652271,-73.985295,61,50,50,low,N,0
E27-278,2,Prunus serotina,Prunus,serotina,Native,1,40.652406,-73.987263,48,50,50,low,N,3
E27-278,2,Prunus serotina,Prunus,serotina,Native,2,40.652406,-73.987263,48,50,50,low,N,5
E27-278,2,Prunus serotina,Prunus,serotina,Native,3,40.652406,-73.987263,48,50,50,low,N,3
E27-278,2,Prunus serotina,Prunus,serotina,Native,4,40.652406,-73.987263,48,50,50,low,N,7
E27-278,2,Prunus serotina,Prunus,serotina,Native,5,40.652406,-73.987263,48,50,50,low,N,2
E27-278,2,Prunus serotina,Prunus,serotina,Native,6,40.652406,-73.987263,48,50,50,low,N,4
E27-278,2,Prunus serotina,Prunus,serotina,Native,7,40.652406,-73.987263,48,50,50,low,N,4
E27-278,2,Prunus serotina,Prunus,serotina,Native,8,40.652406,-73.987263,48,50,50,low,N,3
E27-278,2,Prunus serotina,Prunus,serotina,Native,9,40.652406,-73.987263,48,50,50,low,N,2
E27-278,2,Prunus serotina,Prunus,serotina,Native,10,40.652406,-73.987263,48,50,50,low,N,4
